Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1190637,RSZAXPI001916-107,WGS,196,4284673712,PRJEB12123,SAMEA3708563,3211134967,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264012,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001916-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708563,ERS1015712,Illumina,ERS1015712,ERP013562,Stool sample from China
ERR1190638,RSZAXPI001917-108,WGS,196,5513699411,PRJEB12123,SAMEA3708564,4117080587,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264013,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001917-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708564,ERS1015713,Illumina,ERS1015713,ERP013562,Stool sample from China
ERR1190639,RSZAXPI001918-109,WGS,197,6069274009,PRJEB12123,SAMEA3708565,4502987507,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264014,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001918-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708565,ERS1015714,Illumina,ERS1015714,ERP013562,Stool sample from China
ERR1190640,RSZAXPI001919-113,WGS,197,5405998407,PRJEB12123,SAMEA3708566,3982781386,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264015,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001919-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708566,ERS1015715,Illumina,ERS1015715,ERP013562,Stool sample from China
ERR1190641,RSZAXPI001920-129,WGS,196,4410188996,PRJEB12123,SAMEA3708567,3293053424,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264016,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001920-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708567,ERS1015716,Illumina,ERS1015716,ERP013562,Stool sample from China
ERR1190649,RSZAXPI001928-15,WGS,197,4467588002,PRJEB12123,SAMEA3708575,3289702957,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264024,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001928-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708575,ERS1015724,Illumina,ERS1015724,ERP013562,Stool sample from China
ERR1190650,RSZAXPI001929-16,WGS,197,5651796379,PRJEB12123,SAMEA3708576,4178302956,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264025,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001929-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708576,ERS1015725,Illumina,ERS1015725,ERP013562,Stool sample from China
ERR1190651,RSZAXPI001930-17,WGS,197,5570792117,PRJEB12123,SAMEA3708577,4035954706,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264026,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001930-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708577,ERS1015726,Illumina,ERS1015726,ERP013562,Stool sample from China
ERR1190652,RSZAXPI001931-18,WGS,197,4854902727,PRJEB12123,SAMEA3708578,3520131329,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264027,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001931-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708578,ERS1015727,Illumina,ERS1015727,ERP013562,Stool sample from China
ERR1190653,RSZAXPI001932-19,WGS,197,4751797060,PRJEB12123,SAMEA3708579,3464645053,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264028,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001932-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708579,ERS1015728,Illumina,ERS1015728,ERP013562,Stool sample from China
ERR1190654,RSZAXPI001933-20,WGS,197,5070790003,PRJEB12123,SAMEA3708580,3726943370,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264029,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001933-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708580,ERS1015729,Illumina,ERS1015729,ERP013562,Stool sample from China
ERR1190655,RSZAXPI001934-21,WGS,197,4897721200,PRJEB12123,SAMEA3708581,3589743075,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264030,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001934-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708581,ERS1015730,Illumina,ERS1015730,ERP013562,Stool sample from China
ERR1190656,RSZAXPI001935-22,WGS,197,4755836878,PRJEB12123,SAMEA3708582,3551161338,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264031,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001935-22,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708582,ERS1015731,Illumina,ERS1015731,ERP013562,Stool sample from China
ERR1190657,RSZAXPI001936-23,WGS,197,5927319848,PRJEB12123,SAMEA3708583,4412173536,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264032,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001936-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708583,ERS1015732,Illumina,ERS1015732,ERP013562,Stool sample from China
ERR1190658,RSZAXPI001937-24,WGS,197,5259208619,PRJEB12123,SAMEA3708584,3932618462,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264033,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001937-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708584,ERS1015733,Illumina,ERS1015733,ERP013562,Stool sample from China
ERR1190659,RSZAXPI001938-25,WGS,197,5589383260,PRJEB12123,SAMEA3708585,4142059021,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264034,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001938-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708585,ERS1015734,Illumina,ERS1015734,ERP013562,Stool sample from China
ERR1190660,RSZAXPI001939-26,WGS,197,5031851030,PRJEB12123,SAMEA3708586,3744433366,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264035,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001939-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708586,ERS1015735,Illumina,ERS1015735,ERP013562,Stool sample from China
ERR1190661,RSZAXPI001940-27,WGS,197,4959972294,PRJEB12123,SAMEA3708587,3613957653,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264036,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001940-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708587,ERS1015736,Illumina,ERS1015736,ERP013562,Stool sample from China
ERR1190667,RSZAXPI001946-37,WGS,198,5024056675,PRJEB12123,SAMEA3708593,3546426198,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264042,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001946-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708593,ERS1015742,Illumina,ERS1015742,ERP013562,Stool sample from China
ERR1190668,RSZAXPI001947-39,WGS,198,4452839074,PRJEB12123,SAMEA3708594,3154558636,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264043,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001947-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708594,ERS1015743,Illumina,ERS1015743,ERP013562,Stool sample from China
ERR1190669,RSZAXPI001948-41,WGS,197,4957931144,PRJEB12123,SAMEA3708595,3530223778,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264044,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001948-41,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708595,ERS1015744,Illumina,ERS1015744,ERP013562,Stool sample from China
ERR1190670,RSZAXPI001949-43,WGS,197,5531053767,PRJEB12123,SAMEA3708596,3932477608,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264045,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001949-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708596,ERS1015745,Illumina,ERS1015745,ERP013562,Stool sample from China
ERR1190671,RSZAXPI001950-45,WGS,197,4716408398,PRJEB12123,SAMEA3708597,3363423687,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264046,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001950-45,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708597,ERS1015746,Illumina,ERS1015746,ERP013562,Stool sample from China
ERR1190676,RSZAXPI001955-57,WGS,197,5770986518,PRJEB12123,SAMEA3708602,4246796005,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264051,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001955-57,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708602,ERS1015751,Illumina,ERS1015751,ERP013562,Stool sample from China
ERR1190677,RSZAXPI001956-75,WGS,197,5942795190,PRJEB12123,SAMEA3708603,4392685668,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264052,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001956-75,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708603,ERS1015752,Illumina,ERS1015752,ERP013562,Stool sample from China
ERR1190678,RSZAXPI001957-79,WGS,197,5063402566,PRJEB12123,SAMEA3708604,3754567807,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264053,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001957-79,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708604,ERS1015753,Illumina,ERS1015753,ERP013562,Stool sample from China
ERR1190679,RSZAXPI001958-81,WGS,198,4253757660,PRJEB12123,SAMEA3708605,2954609109,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264054,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001958-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708605,ERS1015754,Illumina,ERS1015754,ERP013562,Stool sample from China
ERR1190680,RSZAXPI001959-84,WGS,198,4014346376,PRJEB12123,SAMEA3708606,2825456474,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264055,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001959-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708606,ERS1015755,Illumina,ERS1015755,ERP013562,Stool sample from China
ERR1190681,RSZAXPI001960-87,WGS,198,4497332804,PRJEB12123,SAMEA3708607,3122579477,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264056,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001960-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708607,ERS1015756,Illumina,ERS1015756,ERP013562,Stool sample from China
ERR1190687,RSZAXPI001966-96,WGS,197,4461434822,PRJEB12123,SAMEA3708613,3124425492,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264062,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001966-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708613,ERS1015762,Illumina,ERS1015762,ERP013562,Stool sample from China
ERR1190689,RSZAXPI001968-98,WGS,195,4144724838,PRJEB12123,SAMEA3708615,3139824338,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264064,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001968-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708615,ERS1015764,Illumina,ERS1015764,ERP013562,Stool sample from China
ERR1190690,RSZAXPI001969-99,WGS,198,4946659644,PRJEB12123,SAMEA3708616,3439104400,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264065,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001969-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708616,ERS1015765,Illumina,ERS1015765,ERP013562,Stool sample from China
ERR1190691,RSZAXPI001970-100,WGS,198,4545541162,PRJEB12123,SAMEA3708617,3204937843,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264066,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001970-100,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708617,ERS1015766,Illumina,ERS1015766,ERP013562,Stool sample from China
ERR1190692,RSZAXPI001971-101,WGS,198,4457789360,PRJEB12123,SAMEA3708618,3109384690,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264067,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001971-101,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708618,ERS1015767,Illumina,ERS1015767,ERP013562,Stool sample from China
ERR1190693,RSZAXPI001972-102,WGS,198,4968751695,PRJEB12123,SAMEA3708619,3521631794,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264068,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001972-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708619,ERS1015768,Illumina,ERS1015768,ERP013562,Stool sample from China
ERR1190696,RSZAXPI001975-106,WGS,197,4100940336,PRJEB12123,SAMEA3708622,2918781267,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264071,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001975-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708622,ERS1015771,Illumina,ERS1015771,ERP013562,Stool sample from China
ERR1190697,RSZAXPI001976-107,WGS,197,5891180196,PRJEB12123,SAMEA3708623,4360094218,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264072,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001976-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708623,ERS1015772,Illumina,ERS1015772,ERP013562,Stool sample from China
ERR1190701,RSZAXPI001980-129,WGS,197,4762183574,PRJEB12123,SAMEA3708627,3462505665,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264076,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001980-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708627,ERS1015776,Illumina,ERS1015776,ERP013562,Stool sample from China
